timestamp,idk,cumsum,rated_real_power,idk3,max_watts_hour,idk4,idk5,real_available_Wh,idk6,consumed_watts,idk7
Fri Aug 13 04:46:59 2021,0,1443,0,6,3630,0,7,375,0,0,0
Fri Aug 13 04:47:59 2021,0,1443,0,6,3630,0,7,375,0,0,0
Fri Aug 13 04:49:00 2021,0,1443,0,6,3630,0,7,375,0,0,0
Fri Aug 13 04:50:00 2021,0,1443,0,6,3630,0,7,375,0,0,0
Fri Aug 13 04:51:01 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 04:52:01 2021,0,1443,0,6,3630,0,7,375,0,0,0
Fri Aug 13 04:53:02 2021,0,1443,0,6,3630,0,7,375,0,0,0
Fri Aug 13 04:54:03 2021,0,1443,0,6,3630,0,7,375,0,0,0
Fri Aug 13 04:55:03 2021,0,1443,0,6,3630,0,7,375,0,0,0
Fri Aug 13 04:56:04 2021,0,1443,0,6,3630,0,7,375,0,0,0
Fri Aug 13 04:57:04 2021,0,1443,0,6,3630,0,7,375,0,0,0
Fri Aug 13 04:58:05 2021,0,1443,0,6,3630,0,7,375,0,0,0
Fri Aug 13 04:59:05 2021,0,1443,0,6,3630,0,7,375,0,10.3226,0
Fri Aug 13 05:00:06 2021,0,1443,0,6,3630,0,7,375,0,0,0
Fri Aug 13 05:01:07 2021,0,1443,0,6,3630,0,7,375,0,0,0
Fri Aug 13 05:02:07 2021,0,1443,0,6,3630,0,7,375,0,0,0
Fri Aug 13 05:03:08 2021,0,1443,0,6,3630,0,7,375,0,0,0
Fri Aug 13 05:04:08 2021,0,1443,0,6,3630,0,7,375,0,0,0
Fri Aug 13 05:05:09 2021,0,1443,0,6,3630,0,7,375,0,0,0
Fri Aug 13 05:06:09 2021,0,1443,0,6,3630,0,7,375,0,0,0
Fri Aug 13 05:07:10 2021,0,1443,0,6,3630,0,7,375,0,0,0
Fri Aug 13 05:08:11 2021,0,1443,0,6,3630,0,7,375,0,0,0
Fri Aug 13 05:09:11 2021,0,1443,0,6,3630,0,7,375,0,0,0
Fri Aug 13 05:10:12 2021,0,1443,0,6,3630,0,7,375,0,0,0
Fri Aug 13 05:11:12 2021,0,1443,0,6,3630,0,7,375,0,0,0
Fri Aug 13 05:12:13 2021,0,1443,0,6,3630,0,7,375,0,0,0
Fri Aug 13 05:13:14 2021,0,1443,0,6,3630,0,7,375,0,0,0
Fri Aug 13 05:14:14 2021,0,1443,0,6,3630,0,7,375,0,0,0
Fri Aug 13 05:15:15 2021,0,1443,0,6,3630,0,7,375,0,0,0
Fri Aug 13 05:16:15 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:17:16 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:18:16 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:19:17 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:20:18 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:21:18 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:22:19 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:23:19 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:24:20 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:25:20 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:26:21 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:27:22 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:28:22 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:29:23 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:30:23 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:31:24 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:32:24 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:33:25 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:34:26 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:35:26 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:36:27 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:37:27 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:38:28 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:39:28 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:40:29 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:41:30 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:42:30 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:43:31 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:44:31 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:45:32 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:46:33 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:47:33 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:48:34 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:49:34 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:50:35 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:51:35 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:52:36 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:53:37 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:54:37 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:55:38 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:56:38 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:57:39 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:58:40 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 05:59:40 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:00:41 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:01:41 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:02:42 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:03:42 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:04:43 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:05:44 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:06:44 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:07:45 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:08:45 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:09:46 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:10:47 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:11:47 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:12:48 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:13:48 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:14:49 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:15:49 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:16:50 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:17:51 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:18:51 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:19:52 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:20:52 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:21:53 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:22:53 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:23:54 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:24:55 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:25:55 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:26:56 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:27:56 2021,0,1443,0,6,3630,0,7,450,0,10.3226,0
Fri Aug 13 06:28:57 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:29:57 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:30:58 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:31:59 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:32:59 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:34:00 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:35:00 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:36:01 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:37:02 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:38:02 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:39:03 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:40:03 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:41:04 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:42:04 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:43:05 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:44:05 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:45:06 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:46:07 2021,0,1443,0,6,3630,0,7,450,0,0,0
Fri Aug 13 06:47:07 2021,0,1443,0,6,3630,0,7,750,0,51.6129,0
Fri Aug 13 06:48:08 2021,0,1443,0,6,3630,0,7,975,0,41.2903,0
Fri Aug 13 06:49:08 2021,0,1443,0,6,3630,0,7,1425,0,299.355,0
Fri Aug 13 06:50:09 2021,0,1443,0,6,3630,0,7,1950,0,4707.1,1
Fri Aug 13 06:51:09 2021,0,1531,5300,6,3630,0,7,2250,0,4758.71,1
Fri Aug 13 06:52:10 2021,0,1619,5300,6,3630,0,7,2100,0,4769.03,1
Fri Aug 13 06:53:11 2021,0,1707,5300,6,3630,0,7,1950,0,4738.06,1
Fri Aug 13 06:54:11 2021,0,1883,5300,6,3630,0,7,1725,0,4758.71,1
Fri Aug 13 06:55:12 2021,0,1971,5300,6,3630,0,7,1725,0,4769.03,1
Fri Aug 13 06:56:12 2021,0,2059,5300,6,3630,0,7,1650,0,4789.68,1
Fri Aug 13 06:57:13 2021,0,2147,5300,6,3630,0,7,1575,0,4810.32,1
Fri Aug 13 06:58:14 2021,0,2235,5300,6,3630,0,7,1425,0,4810.32,1
Fri Aug 13 06:59:14 2021,0,2323,5300,6,3630,0,7,1425,0,4769.03,1
Fri Aug 13 07:00:15 2021,0,2411,5300,6,3630,0,7,1350,0,4738.06,1
Fri Aug 13 07:01:15 2021,0,2499,5300,6,3630,0,7,1350,0,4696.77,1
Fri Aug 13 07:02:16 2021,0,2587,5300,6,3630,0,7,1200,0,4696.77,1
Fri Aug 13 07:03:17 2021,0,2675,5300,6,3630,0,7,1125,0,4748.39,1
Fri Aug 13 07:04:17 2021,0,2688,800,6,3630,0,7,975,0,402.581,1
Fri Aug 13 07:05:18 2021,0,2701,800,6,3630,0,7,975,0,402.581,1
Fri Aug 13 07:06:18 2021,0,2714,800,6,3630,0,7,975,0,402.581,1
Fri Aug 13 07:07:19 2021,0,2727,800,6,3630,0,7,975,0,402.581,1
Fri Aug 13 07:08:19 2021,0,2740,800,6,3630,0,7,975,0,402.581,1
Fri Aug 13 07:09:20 2021,0,2753,800,6,3630,0,7,975,0,402.581,1
Fri Aug 13 07:10:20 2021,0,2766,800,6,3630,0,7,975,0,402.581,1
Fri Aug 13 07:11:21 2021,0,2779,800,6,3630,0,7,975,0,402.581,1
Fri Aug 13 07:12:22 2021,0,2792,800,6,3630,0,7,975,0,402.581,1
Fri Aug 13 07:13:22 2021,0,2805,800,6,3630,0,7,975,0,402.581,1
Fri Aug 13 07:14:23 2021,0,2818,800,6,3630,0,7,975,0,412.903,1
Fri Aug 13 07:15:23 2021,0,2831,800,6,3630,0,7,900,0,402.581,1
Fri Aug 13 07:16:24 2021,0,2844,800,6,3630,0,7,900,0,412.903,1
Fri Aug 13 07:17:25 2021,0,2857,800,6,3630,0,7,900,0,402.581,1
Fri Aug 13 07:18:25 2021,0,2870,800,6,3630,0,7,825,0,402.581,1
Fri Aug 13 07:19:26 2021,0,2883,800,6,3630,0,7,825,0,412.903,1
Fri Aug 13 07:20:26 2021,0,2896,800,6,3630,0,7,825,0,412.903,1
Fri Aug 13 07:21:27 2021,0,2909,800,6,3630,0,7,825,0,412.903,1
Fri Aug 13 07:22:28 2021,0,2922,800,6,3630,0,7,825,0,412.903,1
Fri Aug 13 07:23:28 2021,0,2935,800,6,3630,0,7,825,0,412.903,1
Fri Aug 13 07:24:29 2021,0,2948,800,6,3630,0,7,750,0,412.903,1
Fri Aug 13 07:25:29 2021,0,2961,800,6,3630,0,7,750,0,412.903,1
Fri Aug 13 07:26:30 2021,0,2974,800,6,3630,0,7,750,0,412.903,1
Fri Aug 13 07:27:31 2021,0,2987,800,6,3630,0,7,750,0,412.903,1
Fri Aug 13 07:28:31 2021,0,3000,800,6,3630,0,7,750,0,423.226,1
Fri Aug 13 07:29:32 2021,0,3013,800,6,3630,0,7,600,0,412.903,1
Fri Aug 13 07:30:32 2021,0,3026,800,6,3630,0,7,600,0,412.903,1
Fri Aug 13 07:31:33 2021,0,3039,800,6,3630,0,7,600,0,412.903,1
Fri Aug 13 07:32:33 2021,0,3052,800,6,3630,0,7,600,0,423.226,1
Fri Aug 13 07:33:34 2021,0,3065,800,6,3630,0,7,600,0,423.226,1
Fri Aug 13 07:34:35 2021,0,3078,800,6,3630,0,7,600,0,423.226,1
Fri Aug 13 07:35:35 2021,0,3091,800,6,3630,0,7,600,0,423.226,1
Fri Aug 13 07:36:36 2021,0,3104,800,6,3630,0,7,600,0,423.226,1
Fri Aug 13 07:37:36 2021,0,3117,800,6,3630,0,7,525,0,423.226,1
Fri Aug 13 07:38:37 2021,0,3130,800,6,3630,0,7,525,0,423.226,1
Fri Aug 13 07:39:38 2021,0,3143,800,6,3630,0,7,525,0,433.548,1
Fri Aug 13 07:40:38 2021,0,3156,800,6,3630,0,7,525,0,423.226,1
Fri Aug 13 07:41:39 2021,0,3169,800,6,3630,0,7,525,0,423.226,1
Fri Aug 13 07:42:39 2021,0,3182,800,6,3630,0,7,525,0,433.548,1
Fri Aug 13 07:43:40 2021,0,3195,800,6,3630,0,7,525,0,433.548,1
Fri Aug 13 07:44:41 2021,0,3208,800,6,3630,0,7,450,0,433.548,1
Fri Aug 13 07:45:41 2021,0,3221,800,6,3630,0,7,450,0,433.548,1
Fri Aug 13 07:46:42 2021,0,3234,800,6,3630,0,7,375,0,433.548,1
Fri Aug 13 07:47:42 2021,0,3247,800,6,3630,0,7,375,0,433.548,1
Fri Aug 13 07:48:43 2021,0,3260,800,6,3630,0,7,375,0,433.548,1
Fri Aug 13 07:49:44 2021,0,3273,800,6,3630,0,7,375,0,433.548,1
Fri Aug 13 07:50:44 2021,0,3286,800,6,3630,0,7,375,0,443.871,1
Fri Aug 13 07:51:45 2021,0,3299,800,6,3630,0,7,375,0,443.871,1
Fri Aug 13 07:52:45 2021,0,3312,800,6,3630,0,7,225,0,433.548,1
Fri Aug 13 07:53:46 2021,0,3325,800,6,3630,0,7,225,0,443.871,1
Fri Aug 13 07:54:47 2021,0,3338,800,6,3630,0,7,225,0,433.548,1
Fri Aug 13 07:55:47 2021,0,3351,800,6,3630,0,7,225,0,443.871,1
Fri Aug 13 07:56:48 2021,0,3364,800,6,3630,0,7,225,0,443.871,1
Fri Aug 13 07:57:48 2021,0,3377,800,6,3630,0,7,225,0,443.871,1
Fri Aug 13 07:58:49 2021,0,3390,800,6,3630,0,7,225,0,443.871,1
Fri Aug 13 07:59:49 2021,0,3403,800,6,3630,0,7,225,0,443.871,1
Fri Aug 13 08:00:50 2021,0,3416,800,6,3630,0,7,75,0,443.871,1
Fri Aug 13 08:01:51 2021,0,3429,800,6,3630,0,7,75,0,443.871,1
Fri Aug 13 08:02:51 2021,0,3442,800,6,3630,0,7,75,0,443.871,1
Fri Aug 13 08:03:52 2021,0,3455,800,6,3630,0,7,75,0,443.871,1
Fri Aug 13 08:04:52 2021,0,3468,800,6,3630,0,7,75,0,443.871,1
Fri Aug 13 08:05:53 2021,0,3481,800,6,3630,0,7,75,0,443.871,1
Fri Aug 13 08:06:53 2021,0,3494,800,6,3630,0,7,0,0,443.871,1
Fri Aug 13 08:07:54 2021,0,3507,800,6,3630,0,7,0,0,443.871,1
Fri Aug 13 08:08:55 2021,0,3520,800,6,3630,0,7,0,0,443.871,1
Fri Aug 13 08:09:55 2021,0,3533,800,6,3630,0,7,0,0,454.194,1
Fri Aug 13 08:10:56 2021,0,3546,800,6,3630,0,7,0,0,454.194,1
Fri Aug 13 08:11:56 2021,0,3559,800,6,3630,0,7,0,0,443.871,1
Fri Aug 13 08:12:57 2021,0,3572,800,6,3630,0,7,0,0,454.194,1
Fri Aug 13 08:13:57 2021,0,3585,800,6,3630,0,7,0,0,454.194,1
Fri Aug 13 08:14:58 2021,0,3598,800,6,3630,0,7,0,0,454.194,1
Fri Aug 13 08:15:58 2021,0,3611,800,6,3630,0,7,0,0,454.194,1
Fri Aug 13 08:16:59 2021,0,3624,800,6,3630,0,7,0,0,454.194,1
Fri Aug 13 08:18:00 2021,0,3637,800,6,3630,0,7,0,0,454.194,1
Fri Aug 13 08:19:00 2021,0,3650,800,6,3630,0,7,0,0,464.516,1
Fri Aug 13 08:20:01 2021,0,3663,800,6,3630,0,7,0,0,454.194,1
Fri Aug 13 08:21:01 2021,0,3676,800,6,3630,0,7,0,0,454.194,1
Fri Aug 13 08:22:02 2021,0,3689,800,6,3630,0,7,0,0,454.194,1
Fri Aug 13 08:23:02 2021,0,3702,800,6,3630,0,7,0,0,454.194,1
Fri Aug 13 08:24:03 2021,0,3715,800,6,3630,0,7,0,0,454.194,1
Fri Aug 13 08:25:04 2021,0,3728,800,6,3630,0,7,0,0,454.194,1
Fri Aug 13 08:26:04 2021,0,3741,800,6,3630,0,7,0,0,454.194,1
Fri Aug 13 08:27:05 2021,0,3754,800,6,3630,0,7,0,0,464.516,1
Fri Aug 13 08:28:05 2021,0,3767,800,6,3630,0,7,0,0,464.516,1
Fri Aug 13 08:29:06 2021,0,3780,800,6,3630,0,7,0,0,464.516,1
Fri Aug 13 08:30:07 2021,0,3793,800,6,3630,0,7,0,0,454.194,1
Fri Aug 13 08:31:07 2021,0,3806,800,6,3630,0,7,0,0,41.2903,0
Fri Aug 13 08:32:08 2021,0,3806,0,6,3630,0,7,0,0,30.9677,0
Fri Aug 13 08:33:08 2021,0,3806,0,6,3630,0,7,0,0,41.2903,0
Fri Aug 13 08:34:09 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 08:35:09 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 08:36:10 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 08:37:11 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 08:38:11 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 08:39:12 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 08:40:12 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 08:41:13 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 08:42:14 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 08:43:14 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 08:44:15 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 08:45:15 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 08:46:16 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 08:47:17 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 08:48:17 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 08:49:18 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 08:50:18 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 08:51:19 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 08:52:19 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 08:53:20 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 08:54:21 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 08:55:21 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 08:56:22 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 08:57:22 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 08:58:23 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 08:59:24 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 09:00:24 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 09:01:25 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 09:02:25 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 09:03:26 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 09:04:26 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 09:05:27 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 09:06:27 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 09:07:28 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 09:08:28 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 09:09:29 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 09:10:30 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 09:11:30 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 09:12:31 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 09:13:31 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 09:14:32 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 09:15:32 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 09:16:33 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 09:17:34 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 09:18:34 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 09:19:35 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 09:20:35 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 09:21:36 2021,0,3806,0,6,3630,0,7,0,0,0,0
Fri Aug 13 09:22:36 2021,0,3806,0,6,3630,0,7,0,0,0,0
