2001-01-01 00:00:00,CLOSED
2001-01-01 00:00:01,CLOSED
2001-01-01 00:00:02,CLOSED
2001-01-01 00:00:03,CLOSED
2001-01-01 00:00:04,CLOSED
2001-01-01 00:00:05,CLOSED
2001-01-01 00:00:06,CLOSED
2001-01-01 00:00:07,CLOSED
2001-01-01 00:00:08,CLOSED
2001-01-01 00:00:09,CLOSED
2001-01-01 00:00:10,CLOSED
2001-01-01 00:00:11,CLOSED
2001-01-01 00:00:12,CLOSED
2001-01-01 00:00:13,CLOSED
2001-01-01 00:00:14,CLOSED
2001-01-01 00:00:15,CLOSED
2001-01-01 00:00:16,CLOSED
2001-01-01 00:00:17,CLOSED
2001-01-01 00:00:18,CLOSED
2001-01-01 00:00:19,CLOSED
2001-01-01 00:00:20,CLOSED
2001-01-01 00:00:21,CLOSED
2001-01-01 00:00:22,CLOSED
2001-01-01 00:00:23,CLOSED
2001-01-01 00:00:24,CLOSED
2001-01-01 00:00:25,CLOSED
2001-01-01 00:00:26,CLOSED
2001-01-01 00:00:27,CLOSED
2001-01-01 00:00:28,CLOSED
2001-01-01 00:00:29,CLOSED
2001-01-01 00:00:30,CLOSED
2001-01-01 00:00:31,CLOSED
2001-01-01 00:00:32,CLOSED
2001-01-01 00:00:33,CLOSED
2001-01-01 00:00:34,CLOSED
2001-01-01 00:00:35,CLOSED
2001-01-01 00:00:36,CLOSED
2001-01-01 00:00:37,CLOSED
2001-01-01 00:00:38,CLOSED
2001-01-01 00:00:39,CLOSED
2001-01-01 00:00:40,CLOSED
2001-01-01 00:00:41,CLOSED
2001-01-01 00:00:42,CLOSED
2001-01-01 00:00:43,CLOSED
2001-01-01 00:00:44,CLOSED
2001-01-01 00:00:45,CLOSED
2001-01-01 00:00:46,CLOSED
2001-01-01 00:00:47,CLOSED
2001-01-01 00:00:48,CLOSED
2001-01-01 00:00:49,CLOSED
2001-01-01 00:00:50,CLOSED
2001-01-01 00:00:51,CLOSED
2001-01-01 00:00:52,CLOSED
2001-01-01 00:00:53,CLOSED
2001-01-01 00:00:54,CLOSED
2001-01-01 00:00:55,CLOSED
2001-01-01 00:00:56,CLOSED
2001-01-01 00:00:57,CLOSED
2001-01-01 00:00:58,CLOSED
2001-01-01 00:00:59,CLOSED